"","user_id","status_id","created_at","screen_name","text","source","lon","lat","Full Address","statename"
"2","227062548","1104163902844227584",2019-03-08 23:36:03,"RickardonSports","Looking like a hot night featuring @NyQuilDayQuil and Influenza Fever dreams interspersed with #LivePD on @AENetworks","Twitter for iPhone",-86.1180435,39.978371,"599 E Main St, Carmel, IN 46032, USA","Indiana"
"3","16550142","1104162382090326021",2019-03-08 23:30:00,"indystar","A more potent influenza strain is now circulating through Indiana and Indianapolis.
https://t.co/2PofV3HwDG","SocialNewsDesk",-86.158068,39.768403,"Intl Airport - Zone 1 Ground Transportation Center, Indianapolis, IN 46204, USA","Indiana"
"6","21150664","1104159863100329990",2019-03-08 23:20:00,"DrMarloArcher","Diet may be a key factor for Influenza A virus exposure in wild African mammals

https://t.co/9utzBCXbcv","TweetDeck",-111.9400054,33.4255104,"501 S Mill Ave, Tempe, AZ 85281, USA","Arizona"
"9","1122764647","1104158244551897088",2019-03-08 23:13:34,"erikmoldwarrior","@Spartan36Chris @microbeminded2 Chris. So we know the 1985 Tahoe flu was a type A influenza.  
Then we had the HHV6A on top of that.
This seems to fit with Dr Cheney's hypothesis of an ""activator virus"" https://t.co/1dFzeOsIGb","Twitter Web Client",-119.8138027,39.5296329,"354 N Virginia St, Reno, NV 89501, USA","Nevada"
"10","1122764647","1100877159768350720",2019-02-27 21:55:42,"erikmoldwarrior","@Spartan36Chris Notice a couple of things. Tahoe was not during a polio outbreak, there were no vaccinations, and the presence of immune dysfunction PRIOR to the Philippine type A influenza tell us we can not consider Tahoe to be ""A typical outbreak of ME""
It might be nothing of the kind.","Twitter Web Client",-119.8138027,39.5296329,"354 N Virginia St, Reno, NV 89501, USA","Nevada"
"23","906926615472390144","1104153865371308032",2019-03-08 22:56:10,"PaulHumpa","A small-molecule fusion inhibitor of influenza virus is orally active in mice https://t.co/ANqoivdqjo","Twitter for iPhone",-121.9552356,37.3541079,"1675 Lincoln St, Santa Clara, CA 95050, USA","California"
"24","415119193","1104153558193184770",2019-03-08 22:54:57,"rachelewebster","i’m gonna manifest all my powers to cure this influenza i’ve been stricken with","Twitter for iPhone",-79.0192997,35.7595731,"New Hope, NC, USA","North Carolina"
"25","818290926","1104152843748065281",2019-03-08 22:52:06,"BritneeHumphrey","In my 20 years of life I have never been diagnosed with the actual influenza until now🤦🏼‍♀️ #greatstartomyweekend #not","Twitter for iPhone",-87.71453,43.7508284,"833 Center Ave, Sheboygan, WI 53081, USA","Wisconsin"
"26","831633177181618176","1104152340075069440",2019-03-08 22:50:06,"CHCAlbany","About a decade ago, scientists discovered ""broadly neutralizing antibodies"" that target a sophisticated part of the influenza virus — a part that helps it pry open our cell membranes and infiltrate the cell.
https://t.co/ltVt0HIOkv","Hootsuite Inc.",-73.7562317,42.6525793,"Washington Ave & Hawk St - Capitol/Hawk Station, Albany, NY 12207, USA","New York"
"33","69361450","1104148569248940032",2019-03-08 22:35:07,"CIFSS","#OnThisDay in 1918 the latest football championships was played between Fullerton (18) and Coronado (0)!

Because of World War I and the Spanish influenza, people were banned from gathering in public at funerals, movie houses, theaters, schools, athletic contests, etc. https://t.co/KVCkMcENrc","Hootsuite Inc.",-118.0718894,33.8032009,"Katella-Los Alamitos, Los Alamitos, CA 90720, USA","California"
"34","81091774","1104147301197643776",2019-03-08 22:30:05,"biomerieux_inc","According to outpatient healthcare statistics, the number of people who reported influenza-like illness (ILI) fell slightly during Week 8 (week ending February 23) but is still quite elevated at 5%. #flu #biomerieuxconnection https://t.co/iPy8FdEVDm","Salesforce - Social Studio",-78.898619,35.9940329,"201 E Main St, Durham, NC 27701, USA","North Carolina"
"35","81091774","1103686783278215168",2019-03-07 16:00:09,"biomerieux_inc","Read yesterday’s #biomerieuxconnection article for the latest statistics on this year’s #flu season. https://t.co/HomYn9OXSw","Salesforce - Social Studio",-78.898619,35.9940329,"201 E Main St, Durham, NC 27701, USA","North Carolina"
"36","81091774","1104071807282352129",2019-03-08 17:30:06,"biomerieux_inc","#Flu season isn’t over yet! Our latest #biomerieuxconnection article summarizes the @CDCgov Week 8 Influenza Surveillance Report. https://t.co/Bkb9l7EbDo","Salesforce - Social Studio",-78.898619,35.9940329,"201 E Main St, Durham, NC 27701, USA","North Carolina"
"37","81091774","1103769810033405984",2019-03-07 21:30:04,"biomerieux_inc","According to @CDCgov #flu statistics for Week 8 (week ending February 23), this season is still elevated with “widespread influenza activity” in 49 states and Puerto Rico. Learn more Week 8 statistics on #biomerieuxconnection. https://t.co/XSYBKrnHs4","Salesforce - Social Studio",-78.898619,35.9940329,"201 E Main St, Durham, NC 27701, USA","North Carolina"
"38","36406830","1104145844020891650",2019-03-08 22:24:17,"CIDRAP","CDC: #Flu activity still high, linked to 8 new kids' deaths https://t.co/0ZnJZXehZx #influenza https://t.co/oBxXz0E3BK","Hootsuite Inc.",-93.2650108,44.977753,"Municipal Building, 350 S 5th St, Minneapolis, MN 55415, USA","Minnesota"
"39","36406830","1101607592084811776",2019-03-01 22:18:11,"CIDRAP","US #flu activity stays high as 15 new deaths in kids reported https://t.co/NcCSEtNuaK #influenza https://t.co/rMOyUx0lwU","Hootsuite Inc.",-93.2650108,44.977753,"Municipal Building, 350 S 5th St, Minneapolis, MN 55415, USA","Minnesota"
"40","1091539849608290304","1104145820859990016",2019-03-08 22:24:12,"dannydanngermua","@FoxyRoxyMUA @norvina1 Im marching my butt into Sephora sick with Influenza and all just so I can get mine tonight lol 😂 ain’t nothing keeping me from my Rivera palette 🎨 lol now if only the pharmacy would hurry up with my Tamiflu lol","Twitter for iPhone",-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA","California"
"42","1932445350","1104144824519806976",2019-03-08 22:20:14,"edipfeiffer","Check out our new article: Gelsemium, an Amazing Acute Care Remedy https://t.co/TlnyWA6qzm #Influenza #Flu #Fluremedies #Homeopathy https://t.co/XWA6CxApHB","Missinglettr",-122.272747,37.8715926,"University Ave. at Martin Luther King Jr. Way, Berkeley, CA 94704, USA","California"
"43","35649508","1104144423028432896",2019-03-08 22:18:39,"andrewpekosz","Great group studying sex differences in influenza vaccination on #InternationalWomensDay hear more about this topic at #ASV2019 https://t.co/hPhp5P7rQo","Twitter for Android",-76.6121893,39.2903848,"201 E Fayette St, Baltimore, MD 21202, USA","Maryland"
"45","1092884204248068097","1104143567684014080",2019-03-08 22:15:15,"JH_WomensHealth","The first official meeting of The Johns Hopkins Specialized Center  (SCORE) for Sex and Age Differences in Immunity to Influenza (SADII) on #InternationalWomensDay @sabraklein1998 @andrewpekosz @Wendy_LBennett @RosemaryJMorgan @NIH_ORWH @OSSDtweets  #SABV https://t.co/kQb50K5dKK","Twitter Web Client",-76.6121893,39.2903848,"201 E Fayette St, Baltimore, MD 21202, USA","Maryland"
"48","14592502","1104141676421931008",2019-03-08 22:07:44,"CandiceStone","Influenza's shifty nature has thwarted scientists' efforts to develop a vaccine that could be administered once, or rarely, and provide long-lasting protection against most or all strains. #influenza #virus https://t.co/c68lKvfYmY","LinkedIn",-117.1610838,32.715738,"998 Fourth Ave, San Diego, CA 92101, USA","California"
"49","15974185","1101132179306819585",2019-02-28 14:49:04,"cafepharma","Abbott Offers up Rapid Influenza Diagnostic: Abbott Laboratories said its latest rapid influenza diagnostic test has been granted waived status under CLIA by FDA. https://t.co/iZ5E70sdyP","dlvr.it",-84.3879824,33.7489954,"Georgia State Capitol, Atlanta, GA 30334, USA","Georgia"
"50","15974185","1104140872541589504",2019-03-08 22:04:32,"cafepharma","Janssen, Scripps discover small molecule for flu: Janssen and Scripps have generated an oral compound for treating flu that inhibits the HA protein on influenza H1 and H5 strains. https://t.co/1VbPa1Ieuw","dlvr.it",-84.3879824,33.7489954,"Georgia State Capitol, Atlanta, GA 30334, USA","Georgia"
"68","588458679","1104137373561036800",2019-03-08 21:50:38,"decajene","Please no visitors to the new house this weekend.  This kiddo just tested positive for Influenza A.  #SickKiddo #flu #FeverCough https://t.co/MSAdpUqgOw","Instagram",-86.1349019,40.2671941,"6015 W 250 S, Tipton, IN 46072, USA","Indiana"
"69","593813785","1102975733507477505",2019-03-05 16:54:41,"DonnaYoungDC","That's that for @GOPHELP #vaccines hearing for today. 
Most interesting was @BillCassidy's push-back against @RandPaul on his arguments on ""liberty"" versus what Cassidy said about putting people at risk when they don't get vaccinated. 
#vaccines #measles #flu #influenza #HPV","Twitter Web Client",-120.7401385,47.7510741,"18183 Winton Rd, Leavenworth, WA 98826, USA","Washington"
"70","593813785","1104136241803612160",2019-03-08 21:46:08,"DonnaYoungDC","And @rosadelauro's statement: DeLauro Statement on HHS Transferring $385 Million to Unaccompanied Children Program https://t.co/lUr9nf96Tf 
@SecAzar's going to have a lot of explaining to do next week
#HHS #NIH #CDC #NCI #cancer #Alzheimers #Influenza #HIVAIDS #HIV","Twitter Web Client",-120.7401385,47.7510741,"18183 Winton Rd, Leavenworth, WA 98826, USA","Washington"
"71","593813785","1102967412683665408",2019-03-05 16:21:37,"DonnaYoungDC",".@SenPatRoberts relates story of healthy seniors who died b/c they failed to get the #flu vaccine.
Says ""I don't get it"" when people say they ""Just didn't get around to it"" in getting #influenza vaccine.

#vaccines #measles #pharma","Twitter Web Client",-120.7401385,47.7510741,"18183 Winton Rd, Leavenworth, WA 98826, USA","Washington"
"72","593813785","1102968391315480576",2019-03-05 16:25:31,"DonnaYoungDC",".@WaHealthSec John Wiesman: We need to keep investing in vaccine research &amp; new technologies. Eggs-based for #flu too long process. Cell-based/recombinant produce quicker.
#vaccines #pharma #measles #influenza","Twitter Web Client",-120.7401385,47.7510741,"18183 Winton Rd, Leavenworth, WA 98826, USA","Washington"
"73","593813785","1102966858095955968",2019-03-05 16:19:25,"DonnaYoungDC",".@SenPatRoberts: We have plenty of octogenarians in the Senate … 

#vaccines #measles #flu #influenza","Twitter Web Client",-120.7401385,47.7510741,"18183 Winton Rd, Leavenworth, WA 98826, USA","Washington"
"74","593813785","1102968506822348806",2019-03-05 16:25:58,"DonnaYoungDC",".@SaadOmer3: We need a stable supply of vaccines.

#vaccines #pharma #biotech #measles #flu #influenza","Twitter Web Client",-120.7401385,47.7510741,"18183 Winton Rd, Leavenworth, WA 98826, USA","Washington"
"75","593813785","1102972244186271746",2019-03-05 16:40:49,"DonnaYoungDC",".@pedschief urges doctors to listen, understand, respect concerns, &amp; individualize education to respond to vaccine-hesitancy.
We need to have an individualized message. Rapport between patient-physician.

#vaccines #measles #influenza #flu","Twitter Web Client",-120.7401385,47.7510741,"18183 Winton Rd, Leavenworth, WA 98826, USA","Washington"
"76","593813785","1102971776085168135",2019-03-05 16:38:58,"DonnaYoungDC",".@SenatorHassan: Only about half women receive #flu vaccine during pregnancy. Why? 
.@SaadOmer3: There's a huge ""fence-sitter"" group. 
We need to find better evidence-based ways to communicate to pregnancy women.
#vaccines #influenza #measles","Twitter Web Client",-120.7401385,47.7510741,"18183 Winton Rd, Leavenworth, WA 98826, USA","Washington"
"77","593813785","1102967612605112321",2019-03-05 16:22:25,"DonnaYoungDC",".@SaadOmer3 notes elderly among the most vulnerable when it comes to #flu.

#influenza #vaccines #measles #pharma","Twitter Web Client",-120.7401385,47.7510741,"18183 Winton Rd, Leavenworth, WA 98826, USA","Washington"
"78","222106378","1104134416987770881",2019-03-08 21:38:53,"Cyn190","Listen! Influenza &amp; Pneumonia are NO JOKE! Get your annual Flu shot &amp; if ur over 65, get ur Pneumonia vaccine. If u have underlying conditions or if u smoke or are a former smoker, talk about the Pneumonia vaccine with your doctor SOONER. These ailments are SERIOUS &amp; can kill u! https://t.co/jMoBRyXXa2","Twitter Web Client",-83.7430378,42.2808256,"425 E Washington St, Ann Arbor, MI 48104, USA","Michigan"
"79","901835340","1104133061564862464",2019-03-08 21:33:30,"WayneMcCabe1","#5 is out and #6 is in.    #knee. #kneepain   #knee-replacement. @PolitiBunny @melifix  @El_Influenza  @Johnny_Joey  @Patriot_Musket https://t.co/l3U5BZulAz","Twitter for iPhone",-93.9878427,42.0881747,"825 J Ave, Boone, IA 50036, USA","Iowa"
"80","901835340","1104133651879596032",2019-03-08 21:35:51,"WayneMcCabe1","@melifix @PolitiBunny @El_Influenza @Johnny_Joey @Patriot_Musket Thanks a million, Mel.","Twitter for iPhone",-93.9878427,42.0881747,"825 J Ave, Boone, IA 50036, USA","Iowa"
"82","14838173","1104130936831119360",2019-03-08 21:25:03,"NC5","Tennessee horses returning from out-of-state events test positive for equine influenza
https://t.co/9gG83NpW9A","Twitter Web Client",-86.7816016,36.1626638,"201 6th Ave N, Nashville, TN 37219, USA","Tennessee"
"83","14838173","1104090261179764738",2019-03-08 18:43:25,"NC5","Tennessee horses returning from out-of-state events test positive for equine influenza https://t.co/fmqyz2qffv","Twitter Web Client",-86.7816016,36.1626638,"201 6th Ave N, Nashville, TN 37219, USA","Tennessee"
"84","24143255","1104130922767630336",2019-03-08 21:25:00,"KSLcom","""We're still having flu. And we're still seeing a steady stream of patients who are being admitted to hospital with influenza.”
https://t.co/3rdu8C16b2","TweetDeck",-111.8910474,40.7607793,"395 Main St, Salt Lake City, UT 84111, USA","Utah"
"85","701570169458581504","1104129454647980032",2019-03-08 21:19:10,"marissagal69","@GCross_CEO Sounds like you have influenza","Twitter for iPhone",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"89","32411178","1104117839445872641",2019-03-08 20:33:01,"winonahealth","Due to an uptick in influenza cases in the community and throughout the state, we have implemented temporary visitor limitations at the hospital. https://t.co/U4qTLxPBpG #WinonaMN","Sprout Social",-91.6663523,44.0553908,"1134 Marian St, Winona, MN 55987, USA","Minnesota"
"91","326821710","1104116121479860226",2019-03-08 20:26:11,"ConsulMexCho","Con motivo del #DíaInternacionalDeLaMujer se realizó Jornada con exámenes preventivos gratuitos y charlas informativas sobre salud sexual y reproductiva, referidos a mamografías, prevención de Cáncer de seno, pruebas de la glucosa y vacunas contra la influenza. @ventanillasalud https://t.co/sOZyPkJeP8","Twitter for iPhone",-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA","Illinois"
"92","815983742","1104113847969951746",2019-03-08 20:17:09,"KIND0FMAGIC_","Ma poi mi avesse scritto almeno un messaggio dalle 6 di stamattina quando mi ha detto che non veniva a scuola, ogni volta che ha l'influenza sparisce per giorni manco stesse morendo","Twitter for Android",-104.9155243,38.7926619,"Seven Bridges, Manitou Springs, CO 80829, USA","Colorado"
"93","815983742","1103755170733834241",2019-03-07 20:31:54,"KIND0FMAGIC_","Il mio ragazzo ha l'influenza pesante, non me la sento di passare 6 ore da sola domani a scuola...","Twitter for Android",-104.9155243,38.7926619,"Seven Bridges, Manitou Springs, CO 80829, USA","Colorado"
"96","27459279","1104111660099264512",2019-03-08 20:08:27,"Nightime1","U.S. Government Pays Out Millions to Flu Shot Victims Killed or Paralyzed by Influenza Vaccine https://t.co/rFBKvQv6mA","Facebook",-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","New York"
"97","544393234","1104109749061279744",2019-03-08 20:00:52,"c_kira80","@FURIACEC Mi dispiace ammetterlo, ma anche l'età influenza.","Twitter for Android",-122.293601,47.195798,"505 N Meridian, Puyallup, WA 98371, USA","Washington"
"98","182611219","1104109543167008768",2019-03-08 20:00:03,"KMVTNews","For the last two weeks, that bug has been seen more than a milder strain that was most common earlier this winter. #flu #influenza https://t.co/1rjb1PTAM2","SocialNewsDesk",-114.4700518,42.5558381,"112 Shoshone St E, Twin Falls, ID 83301, USA","Idaho"
"112","48440324","1104107127851966464",2019-03-08 19:50:27,"RNinja2021","I can vouch for this as one of my own kiddos (who got the flu shot) has Influenza!! https://t.co/Cbcx1UvznT","Twitter Web App",-94.846681,39.7674578,"1001 Francis St, St Joseph, MO 64501, USA","Missouri"
"113","1967676368","1104105164271685632",2019-03-08 19:42:39,"EDGAurora","@tpwky @epidemicerin @theedubs would you say Norovirus is covered under the Flu(h1n1)? Or would you consider doing a separate episode on extreme variations of the Influenza and its fellow viruses? #Noro #fluvirus","Twitter for Android",-71.4774291,41.5800945,"North Kingstown, RI 02852, USA","Rhode Island"
"114","98401031","1101609062809124864",2019-03-01 22:24:02,"LDCHEALTH","We are seeing influenza numbers in Douglas County come down from earlier in February, but we still encourage people to protect themselves and their families: https://t.co/bXcN4So5MI https://t.co/qIngdI8TV6","TweetDeck",-95.2352501,38.9716689,"636 Massachusetts St, Lawrence, KS 66044, USA","Kansas"
"115","98401031","1104104592047071234",2019-03-08 19:40:22,"LDCHEALTH","In the final weeks of winter, we are still seeing influenza activity in Douglas County, and we encourage people to protect themselves and their families, particularly young children: https://t.co/bXcN4So5MI https://t.co/rXsvYL5REh","TweetDeck",-95.2352501,38.9716689,"636 Massachusetts St, Lawrence, KS 66044, USA","Kansas"
"116","66384753","1104104527920279553",2019-03-08 19:40:07,"PHIdotorg","A new study shows that vaccination with a weakened strain of salmonella not only protects against typhoid fever but also seems to rev up the immune system to fight off other problems, like influenza and yeast infection. In @NPRGoatsandSoda: https://t.co/iggn1dh4zT","Hootsuite Inc.",-122.2711137,37.8043637,"1395 Broadway, Oakland, CA 94612, USA","California"
"118","28838219","1104103168043036672",2019-03-08 19:34:43,"HelenBranswell","@cupton1 @CDCgov These are CDC data for the US. PHAC's FluWatch comes out Friday's too. https://t.co/95uHdPCBMN","Twitter Web Client",-71.0588801,42.3600825,"1 Cambridge St, Boston, MA 02114, USA","Massachusetts"
"120","1005635958652403717","1104100673589788672",2019-03-08 19:24:48,"FullMagazineUS","Flu may have peaked, but experts eye jump in nastier strain 
-https://t.co/XtynQuZ1AK
- The Western Journal
WJ Wire 
This 1975 electron microscope image made available by the Centers for Disease Control and Prevention shows a group of H3N2 influenza A virus virions. On Frida... https://t.co/0klxcfxhds","FullMagazine",-99.9018131,31.9685988,"Froste Ln, Winters, TX 79567, USA","Texas"
"121","148798010","1104098730603622401",2019-03-08 19:17:05,"MainePHA","Learn more about @AbtAssociates' work and impact on the understanding of flu and flu vaccines: https://t.co/KPwFvlPLGb https://t.co/wM33MiTITI","AgoraPulse Manager",-69.4454689,45.253783,"308 Steward Rd, Monson, ME 04464, USA","Maine"
"122","3046533803","1104096660010004480",2019-03-08 19:08:51,"keeperbookshelf","@keira_blackwood I got kicked on my butt by Strains A &amp; B of Influenza and then pneumonia on top of that.  In the hosp for 4 days.. so yeah kicked hard.  BUT, slowly recovering, not back to full reviewing all I do is sleep :(","TweetDeck",-79.9958864,40.4406248,"572-598 Grant St, Pittsburgh, PA 15219, USA","Pennsylvania"
"123","3046533803","1100913382834753536",2019-02-28 00:19:39,"keeperbookshelf","My week - 5 day hospital stay for influenza twice, pneumonia and back home to recover.  It's been one hell of a week.","TweetDeck",-79.9958864,40.4406248,"572-598 Grant St, Pittsburgh, PA 15219, USA","Pennsylvania"
"125","925785828571324418","1104094431550922752",2019-03-08 19:00:00,"BrotmanBaty","Now you can participate in the #seattleflustudy from home because we are now launching the Flu@home Research Study, where at home self-testing kits can be used for reporting influenza. Learn more here: https://t.co/A22iJnFjst https://t.co/4DK4XpKjrj","TweetDeck",-122.3320708,47.6062095,"Fourth and Madison Building, 909 5th Ave, Seattle, WA 98164, USA","Washington"
"129","1064630164783595521","1104093687645130752",2019-03-08 18:57:02,"Worcester_Aud","The William Ward Genealogy states that Norcross died 10/1918 at Camp Dix in #NJ: ""During the World War she held the post of Chief Dietitian at Camp Dix, and while there she contracted influenza and died. A posthumous bronze medal and citation were forwarded to her parents.""","Twitter Web Client",-71.8022934,42.2625932,"Worcester City Hall, 455 Main St, Worcester, MA 01608, USA","Massachusetts"
"130","1064630164783595521","1104093688450465792",2019-03-08 18:57:03,"Worcester_Aud","The Journal of @WPI recorded in its class notes that Wyman died 12/1918 ""of influenza, in London, where she had been a tireless war worker from almost the beginning of the war...Her sister [Louise], also, has been engaged in nursing at Lancaster Gate Hospital.""
#History #MA","Twitter Web Client",-71.8022934,42.2625932,"Worcester City Hall, 455 Main St, Worcester, MA 01608, USA","Massachusetts"
"131","741000573894328320","1104091985994895360",2019-03-08 18:50:17,"QuidelDX","Sofia 2 is in the news! In case you missed it, @OUNightly showcased our Sofia 2 and the importance of #influenza testing. Watch it now! #testforflu https://t.co/LGC027DDHx","Twitter Web Client",-117.1610838,32.715738,"998 Fourth Ave, San Diego, CA 92101, USA","California"
"132","741000573894328320","1104092642902568960",2019-03-08 18:52:53,"QuidelDX","Spotted! Our #flu bug is in action creating awareness for #influenza! https://t.co/lKOPDbTrF7","Twitter Web Client",-117.1610838,32.715738,"998 Fourth Ave, San Diego, CA 92101, USA","California"
"133","19708473","1101176368132472833",2019-02-28 17:44:39,"GertvanderHoek","De griep epidemie in Nederland neemt af in intensiteit. Van alle tot nu toe gevonden influenzavirussen is 54% influenzavirus type A(H1N1)pdm09, 44% type A(H3N2), 2% type B (Victoria-lijn) en 1% type B (Yamagata-lijn). https://t.co/2ga6iHqlTR #griep #influenza https://t.co/0dkQraWrGL","Twitter Web Client",5.291266,52.132633,"Van Weerden Poelmanweg 220, 3768 MN Soest, Netherlands","Minnesota"
"134","19708473","1103325110663032833",2019-03-06 16:02:59,"GertvanderHoek","De griepepidemie in Nederland neemt af in intensiteit, we zitten nog nét boven de epidemische grens (NIVEL). https://t.co/wVxreocVjT #griep #influenza https://t.co/HSdjxUfzDE","Twitter Web Client",5.291266,52.132633,"Van Weerden Poelmanweg 220, 3768 MN Soest, Netherlands","Minnesota"
"135","19708473","1104091706553704448",2019-03-08 18:49:10,"GertvanderHoek","Update ECDC/WHO - Influenza activity was widespread in the European Region in week 9 - Influenza type A virus detections dominated with slightly more A(H1N1)pdm09 than A(H3N2) viruses. Very few influenza B viruses were detected. https://t.co/mszg1hKmIs #influenza #griep https://t.co/JUM2g2Cy6v","Twitter Web Client",5.291266,52.132633,"Van Weerden Poelmanweg 220, 3768 MN Soest, Netherlands","Minnesota"
"136","19708473","1101588754869964800",2019-03-01 21:03:20,"GertvanderHoek","Denmark - 1 new outbreak of low pathogenic influenza H5 in poultry in farm, Rebild, West (OIE, March 1, 2019); 7,000 chickens culled https://t.co/ICKyRERqif h/t Pathfinder #birdflu #vogelgriep #vogelgrippe","Twitter Web Client",5.291266,52.132633,"Van Weerden Poelmanweg 220, 3768 MN Soest, Netherlands","Minnesota"
"137","19708473","1101510703947620353",2019-03-01 15:53:11,"GertvanderHoek","Influenza activity still widespread in the European Region; among hospitalized influenza virus-infected patients admitted to ICU wards, 37% of influenza A viruses were subtyped; of these 68% were A(H1N1)pdm09 viruses (ECDC/WHO).
https://t.co/PyN2hRmncx #griep #influenza #grippe https://t.co/gJpPhgiZdJ","Twitter Web Client",5.291266,52.132633,"Van Weerden Poelmanweg 220, 3768 MN Soest, Netherlands","Minnesota"
"138","1068511644093825024","1104091591835152384",2019-03-08 18:48:43,"WorldWeeklyNew2","A small-molecule fusion inhibitor of influenza virus is orally active in mice – Science Magazine https://t.co/Y3ql4aFFPz https://t.co/GkTgS628Ll","WordPress.com",-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","New York"
"140","859145159514103808","1102104448568979457",2019-03-03 07:12:31,"master_usmle_rv","Capsulated bacteria
“Some Bacteria Have An Effective Paste Surrounding Membrane Yielding Pseudo Fort, Bypassing Killing”:
Strep pneumonia
Bacteroides
H. influenza
Anthrax (B. anthracis)
E. coli
Pasteurella
Salmonella
Menigitidis (N. Menigitidis)
Yersinia pestis","twittbot.net",-71.3824374,42.4072107,"Aeropuerto Mas Cerca A Lowell massachusrtts, Sudbury, MA 01776, USA","Massachusetts"
"141","859145159514103808","1102066678144294913",2019-03-03 04:42:26,"master_usmle_rv","Ribavirin: indications
RIBAvirin:
RSV
Influenza B
Arenaviruses (Lassa, Bolivian, etc.)","twittbot.net",-71.3824374,42.4072107,"Aeropuerto Mas Cerca A Lowell massachusrtts, Sudbury, MA 01776, USA","Massachusetts"
"142","859145159514103808","1104052264912605184",2019-03-08 16:12:26,"master_usmle_rv","Ribavirin: indications
RIBAvirin:
RSV
Influenza B
Arenaviruses (Lassa, Bolivian, etc.)","twittbot.net",-71.3824374,42.4072107,"Aeropuerto Mas Cerca A Lowell massachusrtts, Sudbury, MA 01776, USA","Massachusetts"
"143","859145159514103808","1104090014093201409",2019-03-08 18:42:27,"master_usmle_rv","Capsulated bacteria
“Some Bacteria Have An Effective Paste Surrounding Membrane Yielding Pseudo Fort, Bypassing Killing”:
Strep pneumonia
Bacteroides
H. influenza
Anthrax (B. anthracis)
E. coli
Pasteurella
Salmonella
Menigitidis (N. Menigitidis)
Yersinia pestis","twittbot.net",-71.3824374,42.4072107,"Aeropuerto Mas Cerca A Lowell massachusrtts, Sudbury, MA 01776, USA","Massachusetts"
"144","28570681","1104089080583897089",2019-03-08 18:38:44,"klynn75","Bronchitis, sinus infection, double ear infection. Boo.

But yay to no Influenza!","Facebook",-89.3985283,40.6331249,"Deer Creek, IL 61733, USA","Illinois"
"146","1016756177336709121","1104088243010789376",2019-03-08 18:35:24,"laurenkink98","Been sick with influenza a all week and all I want is some ocharleys potato soup and rolls","Twitter for iPhone",-89.2225941,37.7100209,"1263 Lincoln Dr, Carbondale, IL 62901, USA","Illinois"
"149","37488758","1101116314687557634",2019-02-28 13:46:01,"nickwohlge","DMO-CAP inhibits influenza virus replication by activating heme oxygenase-1-mediated IFN response: https://t.co/41sYpQlulM @VirologyJ https://t.co/y2unC9Rx2X","Buffer",-90.0489801,35.1495343,"157 Poplar Ave, Memphis, TN 38103, USA","Tennessee"
"150","37488758","1100847862097821696",2019-02-27 19:59:17,"nickwohlge","Cool modelling works predicts infection dynamics and infectious particle percentage following influenza virus infection in tissue culture: https://t.co/KibltPnrDR @PLOSCompBiol https://t.co/zOaVxagh2o","Twitter Web Client",-90.0489801,35.1495343,"157 Poplar Ave, Memphis, TN 38103, USA","Tennessee"
"151","37488758","1101479207329300480",2019-03-01 13:48:02,"nickwohlge","Influenza virus entry via the GM3 ganglioside-mediated platelet-derived growth factor receptor β signalling pathway: https://t.co/QQdlM9egoP @MicrobioSoc https://t.co/gw5d6g5VQg","Buffer",-90.0489801,35.1495343,"157 Poplar Ave, Memphis, TN 38103, USA","Tennessee"
"152","37488758","1104085667599056901",2019-03-08 18:25:10,"nickwohlge","Cool new study in @mbiojounral using network analysis to discover new host factors important for influenza virus replication: https://t.co/2miOmye8Ae https://t.co/0lXVJjM1PK","Twuffer",-90.0489801,35.1495343,"157 Poplar Ave, Memphis, TN 38103, USA","Tennessee"
"163","47798025","1103720722701127680",2019-03-07 18:15:01,"EBmedicine","#Tamiflu (oseltamivir) is the most common ""treatment"" for #influenza, and a 2015 meta-analysis  found a 21% shorter time to alleviation of symptoms than no treatment at all. #EBMedicine https://t.co/w13STOlUFH","SEMrush Social Media Tool",-84.2135309,33.9412127,"87 S Peachtree St, Norcross, GA 30071, USA","Georgia"
"164","47798025","1100821673832521738",2019-02-27 18:15:13,"EBmedicine","#Tamiflu (oseltamivir) is the most common ""treatment"" for #influenza, and a 2015 meta-analysis  found a 21% shorter time to alleviation of symptoms than no treatment at all. #EBMedicine https://t.co/Go8tAp6W7n","SEMrush Social Media Tool",-84.2135309,33.9412127,"87 S Peachtree St, Norcross, GA 30071, USA","Georgia"
"165","47798025","1102286267398737920",2019-03-03 19:15:00,"EBmedicine","16. The different treatments for #influenza are summarized in the December issue of #EMpractice. #EBMedicine Source: https://t.co/bwEz2iMg4O https://t.co/sgvtkgU5sz","SEMrush Social Media Tool",-84.2135309,33.9412127,"87 S Peachtree St, Norcross, GA 30071, USA","Georgia"
